"縣市鄉鎮","物資存放點","主/次分類","條碼號","品名","最小單位規格","庫存數量","單位","保存期限"
" 臺中市   后里區 "," 后里區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 18 "," 支 "," 1061231 "
" 臺南市   安南區 "," 臺南市安南區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 82 "," 支 ","  "
" 嘉義縣   中埔鄉 "," 東興派出所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 10 "," 支 "," 1060701 "
" 南投縣   信義鄉 "," 神木活動中心旁-倉庫 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 9 "," 支 "," 1060805 "
" 屏東縣   牡丹鄉 "," 旭海村活動中心倉庫 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 20 "," 支 ","  "
" 高雄市   甲仙區 "," 大田老人活動中心 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 45 "," 支 ","  "
" 臺中市   龍井區 "," 臺中市龍井區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 8 "," 支 ","  "
" 雲林縣   土庫鎮 "," 土庫鎮公所活動中心 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 10 "," 支 ","  "
" 南投縣   仁愛鄉 "," 力行村辦公處 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 3 "," 支 ","  "
" 苗栗縣   造橋鄉 "," 造橋鄉綜合活動中心 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 9 "," 支 ","  "
" 高雄市   新興區 "," 新興區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 110 "," 支 ","  "
" 南投縣   魚池鄉 "," 五城村活動中心 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 53 "," 支 ","  "
" 臺東縣   太麻里鄉 "," 太麻里鄉華源村辦公處 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 6 "," 支 "," 1110626 "
" 南投縣   信義鄉 "," 同富村辦公處旁-倉庫 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 24 "," 支 ","  "
" 南投縣   仁愛鄉 "," 合作村辦公處 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 9 "," 支 ","  "
" 南投縣   仁愛鄉 "," 中正村辦公處 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 18 "," 支 ","  "
" 臺北市   中山區 "," 臺北市中山區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 40 "," 支 ","  "
" 高雄市   甲仙區 "," 甲仙區舊清潔隊車庫 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 24 "," 支 ","  "
" 高雄市   茄萣區 "," 茄萣老人文康中心 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 19 "," 支 ","  "
" 高雄市   彌陀區 "," 彌陀區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 15 "," 支 ","  "
" 彰化縣   北斗鎮 "," 北斗鎮公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 34 "," 支 ","  "
" 南投縣   信義鄉 "," 雙龍村活動中心1樓-倉庫 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 18 "," 支 ","  "
" 南投縣   仁愛鄉 "," 大同村辦公處 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 67 "," 支 ","  "
" 臺北市   中山區 "," 臺北市新興國中 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 39 "," 支 ","  "
" 屏東縣   春日鄉 "," 七佳老人文康中心 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 20 "," 支 ","  "
" 屏東縣   春日鄉 "," 春日鄉立圖書館 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 20 "," 支 ","  "
" 臺中市   中區 "," 臺中市中區區公所6樓禮堂 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 30 "," 支 ","  "
" 高雄市   小港區 "," 小港區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 300 "," 支 ","  "
" 臺南市   山上區 "," 臺南市山上區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 50 "," 支 ","  "
" 高雄市   大社區 "," 大社老人文康中心 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 10 "," 支 ","  "
" 新北市   土城區 "," 土城區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 5 "," 支 "," 9990909 "
" 臺南市   南化區 "," 臺南市南化區玉山合作農場 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 20 "," 支 ","  "
" 彰化縣   田尾鄉 "," 田尾鄉公所四樓會議室 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 10 "," 支 ","  "
" 基隆市   安樂區 "," 基隆市安樂區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 22 "," 支 ","  "
" 臺東縣   卑南鄉 "," 利嘉村活動中心 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 1 "," 支 ","  "
" 桃園市   八德區 "," 八德區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 10 "," 支 ","  "
" 臺南市   七股區 "," 臺南市七股區十份里漁民活動中心 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 10 "," 支 ","  "
" 新北市   三峽區 "," 三峽區公所倉庫 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 91 "," 支 ","  "
" 臺南市   新化區 "," 臺南市新化區那拔羊林活動中心 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 3 "," 支 ","  "
" 臺南市   新市區 "," 臺南市新市區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 150 "," 支 ","  "
" 新竹縣   寶山鄉 "," 寶山鄉老人文康中心 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 12 "," 支 ","  "
" 新竹市   北區 "," 新竹市救災物資中心 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 195 "," 支 ","  "
" 彰化縣   芳苑鄉 "," 芳苑老人文康中心 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 16 "," 支 ","  "
" 臺中市   神岡區 "," 臺中市神岡區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 4 "," 支 ","  "
" 嘉義縣   民雄鄉 "," 鎮北村辦公處 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 10 "," 支 ","  "
" 彰化縣   社頭鄉 "," 社頭鄉運動公園體育館 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 10 "," 支 ","  "
" 嘉義縣   民雄鄉 "," 双福村辦公處 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 10 "," 支 ","  "
" 花蓮縣   萬榮鄉 "," 萬榮社區活動中心 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 2 "," 支 ","  "
" 新竹縣   關西鎮 "," 關西鎮公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 20 "," 支 ","  "
" 嘉義縣   朴子市 "," 雙溪口活動中心 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 12 "," 支 ","  "
" 嘉義縣   朴子市 "," 大鄉活動中心 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 12 "," 支 ","  "
" 嘉義縣   六腳鄉 "," 六腳鄉老人文康中心 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 10 "," 支 ","  "
" 臺南市   七股區 "," 臺南市七股區大埕里漁民活動中心 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 15 "," 支 ","  "
" 新竹縣   尖石鄉 "," 玉峰村辦公處 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 1 "," 支 ","  "
" 高雄市   美濃區 "," 美濃區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 48 "," 支 ","  "
" 屏東縣   潮州鎮 "," 潮州社福園區核災物資倉庫 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 350 "," 支 ","  "
" 基隆市   中正區 "," 基隆市中正區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 10 "," 支 ","  "
" 新北市   三芝區 "," 三芝區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 5 "," 支 ","  "
" 新竹縣   橫山鄉 "," 豐田村集會所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 3 "," 支 ","  "
" 嘉義縣   番路鄉 "," 逐鹿社區活動中心收容所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 50 "," 支 ","  "
" 南投縣   信義鄉 "," 羅娜國小停車場旁〈貨櫃〉 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 8 "," 支 "," 1060805 "
" 嘉義縣   中埔鄉 "," 中崙4鄰村長宅 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 10 "," 支 "," 1060701 "
" 嘉義縣   中埔鄉 "," 灣潭村7鄰民宅 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 5 "," 支 "," 1060701 "
" 嘉義縣   中埔鄉 "," 中崙村6鄰前鄰長宅 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 10 "," 支 "," 1060701 "
" 屏東縣   獅子鄉 "," 南世村辦公處 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 4 "," 支 "," 1061201 "
" 臺南市   白河區 "," 臺南市白河區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 3 "," 支 ","  "
" 臺中市   新社區 "," 大林國小 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 10 "," 支 ","  "
" 臺中市   南屯區 "," 臺中市南屯區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 20 "," 支 ","  "
" 新北市   新店區 "," 龜山活動中心 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 34 "," 支 ","  "
" 高雄市   大寮區 "," 大寮區大發公有市場3樓 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 9 "," 支 ","  "
" 臺南市   楠西區 "," 臺南市楠西區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 16 "," 支 ","  "
" 新北市   中和區 "," 中和區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 60 "," 支 ","  "
" 新北市   新店區 "," 大豐社福館 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 275 "," 支 ","  "
" 臺南市   七股區 "," 臺南市七股區溪南里漁民活動中心 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 15 "," 支 ","  "
" 臺南市   鹽水區 "," 臺南市鹽水區竹埔國小 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 12 "," 支 ","  "
" 臺南市   柳營區 "," 臺南市柳營區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 18 "," 支 "," 1031231 "
" 臺南市   北區 "," 臺南市北區和順里活動中心 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 30 "," 支 ","  "
" 新竹縣   五峰鄉 "," 花園村辦公處 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 4 "," 支 ","  "
" 新北市   萬里區 "," 萬里區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 19 "," 支 ","  "
" 臺南市   七股區 "," 臺南市七股區倉庫 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 11 "," 支 ","  "
" 新北市   新店區 "," 青潭國小 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 8 "," 支 ","  "
" 臺中市   大里區 "," 臺中市大里區大新活動中心 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 5 "," 支 ","  "
" 臺南市   左鎮區 "," 臺南市左鎮區榮和里活動中心 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 10 "," 支 ","  "
" 新竹縣   湖口鄉 "," 湖口鄉老人文康中心 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 30 "," 支 ","  "
" 新北市   平溪區 "," 東勢市民活動中心 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 1 "," 支 ","  "
" 新北市   泰山區 "," 泰山區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 20 "," 支 ","  "
" 嘉義縣   民雄鄉 "," 松山村辦公處 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 10 "," 支 ","  "
" 花蓮縣   萬榮鄉 "," 明利社區活動中心 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 2 "," 支 ","  "
" 高雄市   茄萣區 "," 茄萣老人活動中心 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 19 "," 支 ","  "
" 新北市   新店區 "," 屈尺國小(土石流避難所) "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 2 "," 支 ","  "
" 屏東縣   潮州鎮 "," 潮州鎮立托兒所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 30 "," 支 ","  "
" 基隆市   信義區 "," 基隆市信義區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 28 "," 支 ","  "
" 新北市   三峽區 "," 大埔國小 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 21 "," 支 ","  "
" 桃園市   楊梅區 "," 楊梅區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 3 "," 支 ","  "
" 臺南市   安南區 "," 臺南市安南區永煜五金有限公司 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 100 "," 支 "," 1041231 "
" 臺南市   官田區 "," 臺南市官田區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 100 "," 支 "," 1041231 "
" 金門縣   金寧鄉 "," 金寧鄉公所物資中心 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 12 "," 支 ","  "
" 苗栗縣   銅鑼鄉 "," 苗栗縣銅鑼鄉公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 15 "," 支 ","  "
" 屏東縣   枋山鄉 "," 枋山鄉公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 50 "," 支 ","  "
" 屏東縣   枋山鄉 "," 楓港國小 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 30 "," 支 ","  "
" 新北市   林口區 "," 嘉寶國小 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 5 "," 支 ","  "
" 高雄市   永安區 "," 永安中正堂 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 22 "," 支 ","  "
" 彰化縣   線西鄉 "," 線西鄉災害救濟物資中心 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 5 "," 支 ","  "
" 臺中市   大雅區 "," 臺中市大雅區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 90 "," 支 ","  "
" 高雄市   左營區 "," 左營區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 40 "," 支 ","  "
" 高雄市   楠梓區 "," 宏昌等6里聯合活動中心 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 20 "," 顆 "," 1050430 "
" 新北市   金山區 "," 金山區運動休閒廣場 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 59 "," 顆 "," 1041130 "
" 苗栗縣   三灣鄉 "," 三灣鄉公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 25 "," 顆 "," 1041231 "
" 苗栗縣   通霄鎮 "," 苗栗縣青少年服務中心暨平安社區活動中心 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 27 "," 顆 "," 1061019 "
" 雲林縣   北港鎮 "," 台灣糖業公司北港量販店 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 50 "," 顆 "," 1031231 "
" 臺北市   大同區 "," 台北市大同區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 24 "," 顆 "," 1050131 "
" 臺北市   松山區 "," 臺北市松山區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 120 "," 顆 "," 1080401 "
" 高雄市   岡山區 "," 岡山老人活動中心 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 40 "," 顆 "," 1060801 "
" 臺北市   北投區 "," 台北市北投區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 160 "," 顆 "," 1070301 "
" 彰化縣   伸港鄉 "," 伸港鄉公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 20 "," 顆 "," 1101231 "
" 新北市   烏來區 "," 綜合活動中心 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 24 "," 顆 "," 1011231 "
" 新北市   林口區 "," 興福國小 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 24 "," 顆 "," 1050531 "
" 苗栗縣   南庄鄉 "," 南庄鄉公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 24 "," 顆 "," 1050831 "
" 高雄市   楠梓區 "," 楠梓區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 20 "," 顆 "," 1050430 "
" 苗栗縣   卓蘭鎮 "," 卓蘭鎮慈恩堂 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 112 "," 顆 "," 1040424 "
" 新竹縣   尖石鄉 "," 新光國小 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 1 "," 顆 "," 1041205 "
" 臺中市   外埔區 "," 台中市外埔區老人文康活動中心 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 7 "," 顆 "," 1120601 "
" 新北市   五股區 "," 新北市五股區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 300 "," 顆 "," 1061101 "
" 屏東縣   獅子鄉 "," 南世村辦公處 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 16 "," 顆 "," 1061101 "
" 屏東縣   獅子鄉 "," 楓林村辦公處 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 16 "," 顆 "," 1061101 "
" 屏東縣   春日鄉 "," 力里聚會所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 80 "," 顆 "," 1071130 "
" 新北市   中和區 "," 中和區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 260 "," 顆 "," 1130831 "
" 屏東縣   獅子鄉 "," 獅子村辦公處 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 16 "," 顆 "," 1061101 "
" 臺南市   新市區 "," 臺南市新市區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 200 "," 顆 "," 1051231 "
" 屏東縣   獅子鄉 "," 南世村辦公處 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 18 "," 顆 "," 1051201 "
" 高雄市   大寮區 "," 高雄市大寮區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 40 "," 顆 "," 1050201 "
" 臺北市   文山區 "," 臺北市文山區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 96 "," 顆 "," 1080301 "
" 新北市   貢寮區 "," 貢寮社區活動中心 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 20 "," 顆 "," 1060101 "
" 金門縣   金湖鎮 "," 金湖鎮公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 20 "," 顆 "," 1021215 "
" 臺北市   中正區 "," 臺北市中正區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 400 "," 顆 "," 1050501 "
" 新竹縣   新埔鎮 "," 新埔鎮公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 30 "," 顆 "," 1051231 "
" 新北市   金山區 "," 新北市金山區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 60 "," 顆 "," 1041130 "
" 雲林縣   北港鎮 "," 全聯實業股份有限公司 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 50 "," 顆 "," 1031231 "
" 新竹縣   尖石鄉 "," 養老真耶穌教會 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 1 "," 顆 "," 1041205 "
" 臺北市   大同區 "," 台北市大同區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 2 "," 顆 "," 1060831 "
" 高雄市   美濃區 "," 美濃區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 663 "," 顆 "," 1031231 "
" 新北市   八里區 "," 大崁活動中心 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 20 "," 顆 "," 1061130 "
" 屏東縣   獅子鄉 "," 獅子村辦公處 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 16 "," 顆 "," 1070201 "
" 屏東縣   獅子鄉 "," 內獅村辦公處 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 16 "," 顆 "," 1070201 "
" 臺南市   七股區 "," 臺南市七股區倉庫 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 60 "," 顆 "," 1061201 "
" 臺北市   中山區 "," 臺北市中山區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 200 "," 顆 "," 1080430 "
" 屏東縣   獅子鄉 "," 竹坑村辦公處 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 16 "," 顆 "," 1061101 "
" 臺北市   中正區 "," 臺北市中正區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 22 "," 顆 "," 1050501 "
" 屏東縣   獅子鄉 "," 楓林村辦公處 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 16 "," 顆 "," 1070201 "
" 屏東縣   獅子鄉 "," 草埔村辦公處 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 16 "," 顆 "," 1061101 "
" 屏東縣   春日鄉 "," 古華社區活動中心 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 50 "," 顆 "," 1071130 "
" 新竹縣   尖石鄉 "," 八五三教會 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 80 "," 顆 "," 1060205 "
" 高雄市   新興區 "," 新興區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 600 "," 顆 "," 1051231 "
" 屏東縣   牡丹鄉 "," 高士國小牡林分校 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 49 "," 顆 "," 1020501 "
" 臺北市   中山區 "," 臺北市中山區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 22 "," 顆 "," 1050430 "
" 新北市   三重區 "," 新北市三重區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 40 "," 顆 "," 1040831 "
" 高雄市   大社區 "," 大社老人文康中心 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 20 "," 顆 "," 1040510 "
" 高雄市   桃源區 "," 桃源區梅山里-馬舒霍爾文化聚會所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 1 "," 顆 "," 1020513 "
" 新北市   八里區 "," 長坑活動中心 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 60 "," 顆 "," 1050229 "
" 新北市   蘆洲區 "," 蘆洲區公所社會人文課 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 140 "," 顆 "," 1051130 "
" 新竹縣   尖石鄉 "," 玉峰國小 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 1 "," 顆 "," 1041205 "
" 新北市   中和區 "," 中和區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 480 "," 顆 "," 1051231 "
" 新竹縣   尖石鄉 "," 田埔分校 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 1 "," 顆 "," 1041205 "
" 新北市   萬里區 "," 萬里區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 34 "," 顆 "," 1061231 "
" 臺東縣   東河鄉 "," 泰源國小 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 8 "," 顆 "," 1070228 "
" 新北市   樹林區 "," 樹林區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 20 "," 顆 "," 1071013 "
